"id","name","hostid","hostname","neighbourhoodgroup","neighbourhood","latitude","longitude","roomtype","price","minimumnights","numberofreviews","lastreview","reviewspermonth","calculatedhostlistingscount","availability365"
8412352,"Apt on President St & Kingston Ave",44314131,"Raphael","Brooklyn","Crown Heights",40.66852,-73.9425,"Entire home/apt",160,1,1,"06/10/2015",0.02,1,0
36205494,"bensonhurst area",60456157,"Muhammad Tahir Khan","Brooklyn","Gravesend",40.59671,-73.98741,"Private room",85,7,0,"", ,1,365
225976,"Sunny cozy multileveled apartment!",1177947,"Marina","Staten Island","Shore Acres",40.61077,-74.06824,"Entire home/apt",75,6,76,"13/06/2019",0.8,1,278
26185195,"Private bedroom in Fort Greene home",20480059,"Mallary","Brooklyn","Fort Greene",40.69358,-73.97065,"Private room", ,3,4,"30/07/2018",0.32,3,0
29738563,"Cozy private room in the heart of Bushwick",223723845,"Antonieta","Brooklyn","Bushwick",40.70717,-73.92126,"Private room",50,4,3,"30/04/2019",0.42,1,40
27362417,"Large sunny studio space w/queen bed & living room",13639385,"Farah","Brooklyn","Crown Heights",40.67713,-73.94137,"Private room",60,3,0,"", ,1,179
30064760,"Spacious Sunny Bedroom in Bushwick/Ridgewood",12625398,"Marcela","Queens","Ridgewood",40.70581,-73.90978,"Private room",43,2,4,"21/04/2019",0.55,1,0
6923000,"Williamsburg Luxury Apartment",1164568,"Emilie","Brooklyn","Williamsburg",40.71199,-73.96022,"Entire home/apt",180,3,3,"25/08/2016",0.06,1,0
23052964,"Huge Brooklyn Room in Bushwick - 2",9864136,"Anthony","Brooklyn","Bushwick",40.68651,-73.91384,"Private room", ,1,4,"16/03/2018",0.23,26,179
14138800,"Cozy Brooklyn Home with an Artistic Twist",85337174,"Shilpa","Brooklyn","Bushwick",40.68128,-73.90546,"Private room", ,2,26,"17/10/2018",0.73,1,84
35609955,"Spacious modern apartment in the heart of Astoria",267624351,"Mohamad", ,"Astoria",40.76332,-73.91166,"Entire home/apt",75,2,0,"", ,1,14
75193,"BROOKLYN > Guest Room w/ King Bed in Williamsburg",308875,"Scott","Brooklyn","Williamsburg",40.71398,-73.95763,"Private room", ,2,220,"22/06/2019",2.17,2,8
19408027,"Beautiful Room in Brooklyn with 2 Roommates",34585857,"Saya"," ","Crown Heights",40.6719,-73.93475,"Private room",35,7,5,"29/03/2019",0.25,1,36
13843286,"Charming WV 1BR on Historic Street",11791986,"Fawn", ,"West Village",40.73511,-74.0037,"Entire home/apt",325,3,29,"17/06/2019",0.84,1,349
8367125,"Nice & clean studio for a couple",44099001,"Agnieszka"," ","Elmhurst",40.7452,-73.89086,"Entire home/apt", ,2,1,"18/09/2016",0.03,1,0
31000866,"Beautiful apartment in Elmhurst",129124146,"KImberly","Queens","Elmhurst",40.73399,-73.87351,"Entire home/apt",150,3,2,"03/05/2019",0.78,3,107
16012941,"Cozy NYC apt!",8531067,"Marina","Manhattan","Upper West Side",40.7953,-73.97248,"Entire home/apt",250,2,2,"16/04/2017",0.07,1,0
8861340,"Spacious 2 Bedroom in Brooklyn",46388202,"Diana","Brooklyn","Columbia St",40.6893,-74.00023,"Entire home/apt",250,7,0,"", ,1,0
22032656,"Huge Bedroom 3rd # in a privately own brownstone",60981198,"Cyrille","Brooklyn","Bedford-Stuyvesant",40.69106,-73.93707,"Private room",75,4,5,"11/04/2019",0.5,3,132
1346003,"1 Bedroom Railroad in Williamsburg",5605755,"Amith", ,"Williamsburg",40.71652,-73.94309,"Entire home/apt",150,3,52,"22/04/2019",0.72,1,342
31805845,"Cozy Room - Free Cleaning + WiFi - Quick Walk to L",154981576,"Bedly Bushwick","Brooklyn","Bushwick",40.70048,-73.91229,"Private room",34,30,0,"", ,9,196
1670517,"Union Square area 1BD Apartment",8844412,"Pat","Manhattan","Gramercy",40.73681,-73.98366,"Entire home/apt",250,5,5,"19/09/2018",0.07,1,358
6747106,"New York apt in beautiful area for Summer",2388537,"Andrea","Manhattan","Morningside Heights",40.81666,-73.96074,"Entire home/apt",105,15,33,"02/01/2019",0.69,2,5
27933214,"Beautiful Studio in Brooklyn",138086216,"Eli"," ","Bergen Beach",40.62299,-73.90501,"Entire home/apt",97,2,25,"30/06/2019",2.68,1,148
30759781,"Stay in heart of Manhattan!Subway near-Best Area",149312705,"Anthony"," ","Midtown",40.75994,-73.96473,"Private room",150,2,25,"27/06/2019",3.87,1,19
3959369,"Luxurious 1BR Best Views in NYC! ",2032408,"Kimberly","Manhattan","Battery Park City",40.71185,-74.01719,"Entire home/apt", ,3,2,"03/11/2015",0.04,1,0
34323638,"Sonder | The Biltmore | Spacious 1BR + Kitchen",219517861,"Sonder (NYC)"," ","Theater District",40.75988,-73.98667,"Entire home/apt",220,29,0,"", ,327,333
27054520,"Spacious loft-style room in Upper East Side",40238727,"Maria","Manhattan","Upper East Side",40.77977,-73.95757,"Shared room",115,2,43,"30/06/2019",3.72,1,72
19820148,"Amazing rooftop for unforgettable stay in New York",31284229,"Eddie"," ","East Harlem",40.79652,-73.93323,"Private room",120,1,1,"19/07/2017",0.04,1,0
12847429,"Spacious 2 BR in Midtown",61391963,"Corporate Housing","Manhattan","Hell's Kitchen",40.76014,-73.99039,"Entire home/apt", ,30,6,"31/05/2019",0.32,91,126
27654484,"Greenpoint Williamsburg Jewel for 6",89031106,"Edyta","Brooklyn","Greenpoint",40.72409,-73.95039,"Entire home/apt",125,5,5,"30/05/2019",1.17,4,68
7368190,"Bright, Airy, Quiet 1 Bd",3890297,"Babita","Manhattan","Kips Bay",40.73943,-73.98135,"Entire home/apt",199,3,20,"08/03/2019",0.42,1,0
31018826,"SUNLIT OASIS",41059169,"Alex","Brooklyn","Williamsburg",40.71159,-73.96318,"Private room",118,2,4,"19/06/2019",0.67,3,112
16388417,"Spacious Midtown Apt with window view & balcony",61187947,"Amy"," ","Hell's Kitchen",40.76217,-73.99105,"Private room", ,3,0,"", ,1,0
29328881,"Sunny, spacious 1 Bedroom Apt in the East Village",4205284,"Danielle","Manhattan","East Village",40.73122,-73.98652,"Entire home/apt",240,2,2,"23/05/2019",0.28,1,53
3684144,"(Hidden by Airbnb) ! BrooklynCleanRoom!!",2955491,"Natsuko","Brooklyn","Bushwick",40.69753,-73.93619,"Private room",55,2,20,"25/06/2019",0.41,1,19
21967654,"Charming room downtown Manhattan",81379480,"Anders","Manhattan","Lower East Side",40.72317,-73.99084,"Private room", ,14,0,"", ,1,0
12417189,"Largest room in Astoria! Close to all mass transit",13168457,"Rob","Queens","Astoria",40.76555,-73.91458,"Private room",70,2,18,"15/11/2016",0.46,1,89
36452965,"❥❥NYC Apt: 4min/subway, 25m/city, 20m/LGA,JFK❥❥",63272360,"Annie Lawrence","Queens","Woodhaven",40.69389,-73.86823,"Entire home/apt",140,3,0,"", ,6,232
16380794,"Brooklyn’s lovely Luxurious Suite sleeps 5",107294313,"Sam","Brooklyn","Bay Ridge",40.63835,-74.02614,"Entire home/apt", ,2,93,"30/06/2019",3.02,1,217
36372006,"Very Clean Private Room Near Buses & Restaurants!!",118405437,"PengYu", ,"Woodhaven",40.69411,-73.86877,"Private room",66,1,0,"", ,2,365
21120547,"Full Apartment / 1 Bedroom ( Lower Level)",152331348,"Juan","Queens","Richmond Hill",40.69474,-73.82284,"Entire home/apt",85,2,33,"16/06/2019",1.62,1,179
19506194,"East Village Penthouse - Master Bedroom (Loft)",16866,"Nicholas","Manhattan","East Village",40.72979,-73.983,"Private room",149,2,9,"09/06/2019",0.37,2,0
2283001,"Gorgeous 1 bdrm in Carroll Gardens",10532769,"Vanessa","Brooklyn","Carroll Gardens",40.68123,-73.99558,"Entire home/apt",180,2,97,"06/07/2019",1.83,1,24
5904178,"Private Bedroom Minutes to Midtown",30665412,"Adrian","Queens","Astoria",40.76384,-73.92023,"Private room",100,1,0,"", ,1,365
3278631,"Private Bedroom Available June 1",16572957,"Hope","Manhattan","East Harlem",40.8008,-73.94347,"Private room",130,1,3,"06/06/2015",0.05,1,0
18024760,"Private Room in a beautiful apartment!",96718265,"Javier & Alejandra","Brooklyn","Bedford-Stuyvesant",40.69288,-73.93285,"Private room",45,1,0,"", ,1,7
22173887,"Greenpoint in my heart ",3297475,"Guy","Brooklyn","Greenpoint",40.72458,-73.94122,"Private room", ,3,3,"07/07/2018",0.16,1,0
14439638,"Great 1 BDR in Upper East Side",1825030,"Adrien"," ","Upper East Side",40.7708,-73.95416,"Private room",125,1,24,"23/03/2018",0.7,1,188
13573101,"Sunny room in heart of Chinatown",41217631,"Paul"," ","Chinatown",40.7153,-73.99938,"Private room",69,1,1,"09/10/2016",0.03,2,0
28207491,"Large One-bedroom Apartment in Crown Heights.",105085784,"Jaime","Brooklyn","Crown Heights",40.664,-73.93328,"Entire home/apt", ,1,54,"01/07/2019",9.36,1,20
8067738,"Rm @Top Floor of a Luxury Building!",3958647,"Yegor","Brooklyn","Bushwick",40.69955,-73.92225,"Private room",90,3,0,"", ,1,0
695216,"Private Suite in Historic House",3558158,"Natalie","Brooklyn","Fort Greene",40.69096,-73.97241,"Entire home/apt",134,2,119,"25/01/2018",1.46,1,0
28412831,"West village bright dream location room",12926593,"Catarina", ,"West Village",40.73117,-74.00232,"Private room",126,2,1,"30/06/2019",1,3,15
34045372,"Soulful studio space near Yankees Stadium",12463953,"Derrick","Bronx","Mott Haven",40.81865,-73.93014,"Entire home/apt",107,2,0,"", ,1,81
18649806,"Cozy 1 Bedroom with Queen bed",44838931,"Andrea","Queens","Astoria",40.76848,-73.93213,"Private room",62,3,27,"02/07/2019",1.03,2,154
3731209,"Quaint, Quiet 1BD",19067223,"Mohini","Brooklyn","Williamsburg",40.71795,-73.95804,"Private room", ,1,1,"17/06/2015",0.02,1,0
24550536,"Private Studio w/Bathroom & Kitchenette",137130915,"Tricia", ,"Fort Greene",40.6971,-73.97316,"Private room",102,2,1,"29/04/2018",0.07,1,0
21504803,"Modern Industrial Williamsburg 1br Apt on Bedford",156249849,"Nicole"," ","Williamsburg",40.71873,-73.95535,"Entire home/apt",80,2,18,"19/05/2019",0.88,1,12
36392015,"Room W/private bathroom.3 min to park and subway",156114168,"Kateryna","Brooklyn","Prospect-Lefferts Gardens",40.66289,-73.96165,"Private room",70,1,0,"", ,6,189
27523125,"★Private Guest Suite in a great location ★",40511430,"Chris","Queens","Woodhaven",40.69783,-73.85221,"Private room", ,2,53,"01/07/2019",5.28,1,108
32214481,"Elegant Studio-Loft in Flatiron / NoMad",117717201,"Matthew","Manhattan","Midtown",40.74338,-73.98557,"Entire home/apt",210,4,3,"23/05/2019",1.29,1,156
22386804,"Spacious Gem in the heart of NYC",163715101,"Ahlem","Manhattan","Hell's Kitchen",40.76402,-73.98909,"Entire home/apt", ,2,67,"23/06/2019",3.93,1,67
17957521,"Cozy room in East Williamsburg",123233613,"Joana","Brooklyn","Williamsburg",40.70824,-73.94379,"Private room",55,7,34,"03/06/2019",1.26,1,259
35059067,"Gorgeous Large private room near LGA (#5)",264092618,"Ajmol", ,"East Elmhurst",40.76444,-73.87238,"Private room", ,1,7,"27/06/2019",5.38,5,73
25392508,"Beautiful Sleek Apartment in New Building",23178319,"Arjang","Brooklyn","Williamsburg",40.71305,-73.93955,"Private room",55,5,24,"03/06/2019",1.84,1,313
30376063,"Industrial Chic Stuyvesant Bedroom Madison 1R-1",226410657,"Nina","Brooklyn","Bedford-Stuyvesant",40.68551,-73.9324,"Private room",42,30,1,"19/05/2019",0.58,27,346
19787245,"CHIC & BRIGHT APT ON UES CLOSE TO CENTRAL PARK",9293730,"Inna","Manhattan","Upper East Side",40.76937,-73.95745,"Entire home/apt",155,30,8,"24/04/2019",0.37,16,333
17680566,"*PRIVATE APARTMENT L TRAIN LORIMER STOP",118378908,"Jose","Brooklyn","Williamsburg",40.71415,-73.94867,"Entire home/apt",108,28,17,"26/04/2019",0.66,6,332
6185629,"Large Room with a Balcony *10 mins to Manhattan*",32083955,"Esin","Brooklyn","Bedford-Stuyvesant",40.69542,-73.9497,"Private room",100,14,0,"", ,1,123
17698189,"A2Long Island City Big Room Great Location",79105834,"Leo"," ","Long Island City",40.75551,-73.934,"Private room",58,1,74,"21/06/2019",2.66,9,281
21344179,"bright airy 1BR in Prime downtown NY, view of city",4285729,"Mark", ,"Chinatown",40.71339,-73.99115,"Entire home/apt",188,3,6,"22/04/2019",0.44,1,364
7972210,"Large room in Bushwick!",12720552,"Julie","Brooklyn","Bushwick",40.70158,-73.92724,"Private room",100,1,22,"22/06/2019",0.48,5,324
30565107,"Quiet but close to Main Street.Flushing Chinatown",229309933,"Jeniffer","Queens","Flushing",40.76389,-73.82349,"Shared room", ,1,3,"23/06/2019",0.94,2,90
24376945,"Harlem Studio",21766565,"Paula","Manhattan","Harlem",40.82934,-73.94269,"Entire home/apt",110,2,29,"19/06/2019",1.97,1,200
1716640,"One Stop to TimesSQ Vacation Apt",9051298,"Lydiah","Manhattan","Harlem",40.81027,-73.94639,"Entire home/apt",75,5,31,"11/04/2016",0.49,2,0
34607764,"Spacious Manhattan room mins to Central Park!",137358866,"Kazuya","Manhattan","East Harlem",40.79466,-73.94032,"Private room",34,30,0,"", ,103,216
828685,"Cute Room in Artist/Designers' Flat",1865527,"Kayla","Brooklyn","Bedford-Stuyvesant",40.6938,-73.94698,"Private room",70,1,37,"10/06/2019",0.48,3,325
34186868,"Bianchi Soho",150878611,"Yuri", ,"Nolita",40.72169,-73.99642,"Entire home/apt",150,30,11,"22/06/2019",4.65,1,40
6006711,"Awesome Place in the Heart of EV",28429835,"Arpan","Manhattan","East Village",40.72753,-73.98749,"Private room",250,1,1,"22/05/2015",0.02,1,0
24558117,"Modern & Funky Brooklyn Nook",894712,"Allison","Brooklyn","Crown Heights",40.67868,-73.95541,"Entire home/apt",119,2,2,"05/08/2018",0.15,1,0
9841695,"Beautiful , Peaceful , Paradise",50678424,"Don","Brooklyn","Bedford-Stuyvesant",40.68777,-73.94793,"Entire home/apt",206,1,35,"01/01/2019",0.81,2,365
23274936,"Private cozy room in Brooklyn with laundry",157977326,"Ilyas", ,"Maspeth",40.71395,-73.91373,"Private room",55,1,72,"20/06/2019",4.27,2,29
32240933,"Sonder | Stock Exchange | Lively 1BR + Kitchen",219517861,"Sonder (NYC)","Manhattan","Financial District",40.70726,-74.0106,"Entire home/apt",229,2,2,"23/06/2019",0.77,327,351
33963211,"Hang The World In Your Memory©   (SLEEPS 1 to 5)",233986410,"S","Bronx","Parkchester",40.83754,-73.85764,"Private room",150,1,0,"", ,1,267
10031678,"Nice 1 Bedroom Apartment China town",46540057,"Fabrizio"," ","Chinatown",40.71474,-73.99778,"Entire home/apt", ,5,15,"18/12/2017",0.61,1,0
200955,"STYLISH EAST VILLAGE FLAT",568325,"Simone","Manhattan","East Village",40.73089,-73.98195,"Entire home/apt",160,30,25,"30/04/2018",0.26,1,46
34369689,"Pat's Place2",256743247,"Patricia"," ","Bayside",40.7712,-73.78189,"Private room",32,2,7,"05/07/2019",5.68,2,302
21078966,"Spacious room with tons of natural light",107075694,"Ivan","Manhattan","Harlem",40.80531,-73.94187,"Private room",65,3,3,"29/07/2018",0.14,1,0
27831402,"Bright Williamsburg room with huge private terrace",110674731,"Ben","Brooklyn","Williamsburg",40.71247,-73.94548,"Private room", ,1,2,"05/09/2018",0.18,1,0
22825784,"Lower Eastside Loft",27584983,"Camille","Manhattan","Lower East Side",40.71263,-73.98106,"Entire home/apt",250,3,9,"12/06/2018",0.53,1,0
32428327,"Huge Bedroom in Gorgeous Sunlit-Apartment in Wahi!",112430492,"Justin","Manhattan","Washington Heights",40.83591,-73.94033,"Private room",75,1,5,"29/06/2019",1.19,1,0
9492969,"Spacious Prospect Heights Room",826493,"David","Brooklyn","Crown Heights",40.67252,-73.96154,"Private room",58,1,0,"", ,1,0
9080286,"Quiet room close to subway.",47353889,"Marcelo"," ","Prospect Heights",40.67939,-73.97126,"Private room",75,4,40,"30/09/2016",0.89,1,0
30595234,"Single Bedroom-Upper East Side-Central Park",180212824,"Samet","Manhattan","Upper East Side",40.76718,-73.95715,"Private room",80,1,3,"21/12/2018",0.42,5,0
21173263,"Private Entrance Room in Brooklyn w/ Queen Bed",48510097,"Ellen","Brooklyn","Bushwick",40.6897,-73.91512,"Private room",60,2,1,"09/10/2017",0.05,1,0
12321473,"Chic Greenwich Village One Bedroom",32924486,"Alysha","Manhattan","Greenwich Village",40.73064,-73.99937,"Entire home/apt",195,7,0,"", ,1,0
19013613,"4 Bed 3.5 Bath in Manhattan",129474716,"Abcstay","Manhattan","West Village",40.73983,-74.00586,"Entire home/apt",1599,30,6,"19/01/2018",0.24,1,0
15783766,"Cozy easy village apartment in central location",1546439,"Isabel","Manhattan","East Village",40.72868,-73.99036,"Private room",50,4,1,"28/11/2016",0.03,1,0
12000916,"Entire  Large Park Slope 2BR Apt",6132748,"Chip","Brooklyn","Park Slope",40.68224,-73.97785,"Entire home/apt", ,1,0,"", ,1,0
5361021,"Beautiful Washington Heights room",27790643,"Carl", ,"Washington Heights",40.84522,-73.93952,"Private room",49,1,1,"23/03/2015",0.02,1,0
10054708,"Stunning and Cozy Room in Brooklyn",707992,"Andrea","Brooklyn","Sunset Park",40.64041,-74.01497,"Private room",80,20,0,"", ,1,0
9493142,"Cozy, clean apartment in Greenpoint",49202910,"Megan","Brooklyn","Greenpoint",40.72637,-73.94467,"Private room",70,1,0,"", ,1,0
34593096,"Dapper East Village 1BR w/ Gym, W/D, Doorman, near Subway, by Blueground",107434423,"Blueground","Manhattan","NoHo",40.72517,-73.99274,"Entire home/apt",306,30,0,"", ,232,333
12236124,"Large apartment mins away from Manhattan.",24637162,"Angelica"," ","Sunnyside",40.74594,-73.91727,"Entire home/apt", ,2,24,"27/06/2019",1.52,1,128
29181504,"Over-sized amazing studio in East Village!",35957140,"Oz","Manhattan","East Village",40.72941,-73.98094,"Entire home/apt",150,4,9,"30/05/2019",1.12,1,0
21822750,"*AWESOME PLACE*2 MIN SUBWAY!",159020652,"JoaoLinda", ,"Bushwick",40.68235,-73.90381,"Private room",48,2,58,"30/06/2019",3.04,1,349
21139788,"Sunny room in a spacious Williamsburg apt",17344471,"Chris", ,"Williamsburg",40.71655,-73.94162,"Private room",85,1,28,"28/08/2018",1.35,2,0
29876453,"In Riverdale, a most unusual apartment to enjoy.",124867390,"Karel","Bronx","Spuyten Duyvil",40.88071,-73.92074,"Private room",60,3,8,"16/06/2019",1.11,1,326
6692574,"Cozy 1br apt in center flushing",22727131,"Iris","Queens","Flushing",40.75529,-73.83043,"Entire home/apt",150,7,1,"01/11/2015",0.02,1,0
16466819,"Grand Central / United Nations Beautiful Studio!!",1475015,"Mike","Manhattan","Midtown",40.75072,-73.97023,"Entire home/apt",83,30,0,"", ,52,325
19315218,"Spacious Modern Brooklyn Apt!",108578737,"Ellis"," ","Crown Heights",40.66943,-73.96024,"Private room",50,5,0,"", ,1,0
17573621,"The Queens Bungalow",331658,"Brittney", ,"Glendale",40.69643,-73.89362,"Entire home/apt",65,3,19,"02/07/2019",0.7,1,104
5214511,"North Brooklyn Experience.",25762289,"Amar","Brooklyn","Greenpoint",40.72614,-73.94813,"Entire home/apt",126,3,3,"04/06/2019",0.06,1,110
30892407,"Renovated 1 bedroom Near Subway to Manhattan & JFK",230868224,"Carl", ,"Richmond Hill",40.70279,-73.82576,"Entire home/apt",61,2,32,"01/07/2019",4.71,1,75
14027110,"Awesome 1 BR in multi-cultural Queens, sleeps 4!",18873232,"Laura","Queens","Elmhurst",40.73319,-73.87782,"Entire home/apt",150,3,7,"07/01/2017",0.2,1,261
7801169,"Spacious apt in the heart of EV",1619994,"Emma", ,"East Village",40.72822,-73.98639,"Entire home/apt",150,4,11,"09/04/2019",0.25,1,0
2079686,"Sunny apt with Backyard",7624316,"Rebecca"," ","Bushwick",40.7018,-73.91823,"Entire home/apt", ,3,14,"20/02/2017",0.21,1,0
9127163,"Quiet retreat- exclusive. Access NYC attractions.",47546771,"June"," ","Holliswood",40.72402,-73.76828,"Private room",79,3,4,"02/06/2019",0.31,1,180
8506757,"Brownstone in Brooklyn Heights",3599579,"Andrew","Brooklyn","Brooklyn Heights",40.69472,-73.99856,"Entire home/apt",195,5,94,"04/06/2019",2.04,1,26
21897845,"One room.",159769278,"Musieka"," ","Pelham Gardens",40.86706,-73.84674,"Private room", ,2,17,"04/06/2019",1.23,1,17
30705353,"Modern Brooklyn Brownstone Garden Apartment",229836139,"Steve","Brooklyn","Bedford-Stuyvesant",40.6881,-73.95356,"Entire home/apt",140,2,19,"01/07/2019",3.33,1,35
22176068,"2-bedroom luxury apartment in the heart of Chelsea",161997330,"Agustin"," ","Chelsea",40.74221,-73.99626,"Entire home/apt",295,9,2,"01/01/2018",0.11,1,0
12325036,"Large Backyard Facing Bedroom & Private Backyard",30848788,"Jamie","Brooklyn","Bedford-Stuyvesant",40.69324,-73.94656,"Private room",45,4,35,"14/06/2019",0.91,2,89
21067451,"Hell's Kitchen/ Times Square",49108760,"Mark","Manhattan","Hell's Kitchen",40.76195,-73.99077,"Private room",210,1,4,"10/02/2019",0.22,1,0
33396762,"BedStuy Private Room (D8)",6206040,"Linda","Brooklyn","Bedford-Stuyvesant",40.69182,-73.92859,"Private room",52,2,9,"30/06/2019",3.42,8,268
30496490,"@@@Prime Location 2 Bedrooms NYC@@@",195422078,"Aby","Manhattan","Midtown",40.75054,-73.98386,"Entire home/apt", ,30,0,"", ,1,145
32484743,"Great Space w/ backyard for Small Events",180008916,"Endazsia","Brooklyn","Bedford-Stuyvesant",40.68116,-73.94738,"Entire home/apt",400,1,5,"19/05/2019",1.23,2,5
21191264,"Private bedroom in East Village",81959199,"Victoria","Manhattan","Lower East Side",40.72269,-73.98862,"Private room",80,3,23,"02/07/2019",1.1,1,28
33903300,"Affordable Luxury 2 Bedroom & 2 Bath In Brooklyn",147983579,"Chy", ,"Bedford-Stuyvesant",40.68946,-73.94181,"Entire home/apt",165,4,9,"01/07/2019",4.03,2,201
32160052,"Full Floor Of A Luxe Brooklyn Townhouse W. Garden!",124506693,"Beautiful Brooklyn","Brooklyn","Crown Heights",40.6751,-73.953,"Private room",71,2,9,"01/07/2019",3.38,1,223
2694274,"Fort Greene 2 bedroom Apartment",13788158,"Amir","Brooklyn","Fort Greene",40.69265,-73.97009,"Entire home/apt",225,3,95,"21/06/2019",1.51,2,112
13125150,"Washington Street, Lux Svcd Studio in West Village",22541573,"Ken","Manhattan","West Village",40.7304,-74.00887,"Entire home/apt",215,30,0,"", ,87,365
59709,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",186084,"Ricardo & Ashlie","Manhattan","Chinatown",40.71756,-73.99503,"Entire home/apt", ,4,18,"01/07/2019",0.18,2,265
32869060,"Big, brt rm w/ king bed+ pvt bath in HK/MT West",33607268,"Anne", ,"Hell's Kitchen",40.76575,-73.98938,"Private room",110,1,14,"29/05/2019",3.65,1,0
8152675,"CLEAN & COZY 2 bedroom apartment",34920172,"Angela","Manhattan","East Village",40.72995,-73.98135,"Entire home/apt", ,1,101,"24/06/2019",2.19,1,247
27566002,"Modern living in old Harlem (the Scream1)",2802223,"Raluca","Manhattan","Harlem",40.82789,-73.93812,"Private room",60,30,5,"13/10/2018",0.47,2,0
13548357,"Convenient & Spacious Place in Brooklyn, NYC",19163998,"Richard","Brooklyn","Flatbush",40.62978,-73.96207,"Entire home/apt",70,6,70,"03/07/2019",2.12,1,3
18196956,"Beautiful 1 BR 1 Bath in Boerum Hill Brooklyn",3859890,"Aditi", ,"Boerum Hill",40.6891,-73.9874,"Private room", ,1,10,"21/03/2019",0.38,1,0
35904454,"Luxury Penthouse in Union Square / East Village",270057532,"Luke","Manhattan","East Village",40.73303,-73.98955,"Entire home/apt",225,3,0,"", ,1,7
30591478,"Spacious-Sleeps 2-Next to trains-Flex Chk In Times",228263278,"475","Manhattan","Harlem",40.82428,-73.94854,"Private room",160,2,0,"", ,4,180
21896267,"Cozy and affordable room",159757725,"Rawad","Manhattan","East Harlem",40.80296,-73.9369,"Private room",40,7,1,"05/01/2018",0.05,1,0
12754199,"Quiet Queens Basecamp",10135994,"Laurence","Queens","Bayside",40.73975,-73.76157,"Private room", ,1,0,"", ,1,0
12089013,"NYC MIDTOWN WEST LUXURY 1BR APT! CITY VIEWS!",30283594,"Kara","Manhattan","Midtown",40.76545,-73.98156,"Entire home/apt", ,30,1,"28/02/2019",0.23,121,351
8985316,"Upper East close to the subway PERFECT LOCATION",46941561,"Maria","Manhattan","Upper East Side",40.76066,-73.96372,"Entire home/apt",100,20,16,"31/05/2019",0.6,1,49
31444634,"Wburg Duplex w/ Private Garden. Great for groups!",48392689,"Ilan","Brooklyn","Williamsburg",40.71324,-73.95099,"Entire home/apt",400,2,0,"", ,1,329
1095106,"Greenpoint - with your own space!",6016424,"Susan","Brooklyn","Greenpoint",40.73026,-73.95596,"Private room",72,4,54,"02/06/2019",0.72,1,71
15338155,"BEAUTIFUL BEDROOM IN COZY APARTMENT",22534244,"Jose", ,"Woodside",40.74845,-73.89665,"Private room",85,1,42,"28/06/2019",1.26,1,364
31919636,"LUMINOUS, COZY BR w/ personal BA + entrance in BK",29301386,"Saya","Brooklyn","Williamsburg",40.70333,-73.94913,"Private room",85,2,16,"01/07/2019",3.27,1,11
16407022,"Bedroom in Spacious Williamsburg Loft",22803324,"Andrea","Brooklyn","Williamsburg",40.70675,-73.96768,"Private room",80,2,3,"02/06/2017",0.11,1,0
28606263,"Gorgeous 1 Bedroom on the Park",22154340,"Rachele","Brooklyn","Fort Greene",40.68892,-73.97329,"Entire home/apt",195,3,1,"04/02/2019",0.19,1,0
29907751,"Best Location Sun Filled West Village Townhome",72420514,"Cate", ,"West Village",40.73646,-74.00761,"Entire home/apt",165,1,6,"24/06/2019",0.76,3,215
3220178,"Artist's home near park and trains",16307118,"Dov","Brooklyn","Prospect-Lefferts Gardens",40.65684,-73.95719,"Private room", ,1,47,"22/06/2019",0.79,1,249
25509463,"Charming oasis, w/pvt garden, 2 stops to manhattan",3094754,"Numi"," ","Sunset Park",40.65399,-74.00363,"Private room",149,1,1,"08/06/2018",0.08,2,357
19588669,"30+ Day Stay -Cute Small House by a Beautiful Deck",137522531,"Ali"," ","Flushing",40.75745,-73.80823,"Entire home/apt",138,6,20,"13/05/2019",0.89,7,322
21583472,"Quiet Room in Brooklyn Apt - Animal Friendly!",1414616,"Carole","Brooklyn","Bedford-Stuyvesant",40.68594,-73.94967,"Private room",47,5,10,"27/04/2018",0.49,1,0
21570741,"A peaceful place in the heart of Inwood",67974923,"Starling","Manhattan","Inwood",40.86406,-73.91971,"Entire home/apt", ,4,15,"11/03/2019",0.77,1,19
990130,"Spacious 3br Apartment in Brooklyn",5435713,"Nikolai","Brooklyn","Prospect Heights",40.67682,-73.96586,"Entire home/apt",225,5,6,"26/08/2016",0.08,1,188
7149408,"Cozy private room in Manhattan",37440707,"Jacqui"," ","Upper West Side",40.79355,-73.97122,"Private room",95,1,0,"", ,1,0
21381555,"NYC Dreamer",50760404,"Jenifer","Brooklyn","Crown Heights",40.67178,-73.92362,"Private room",80,1,108,"02/07/2019",5.18,2,0
8323765,"Master Bedroom in East Village",14156051,"Brooke", ,"East Village",40.73305,-73.98668,"Private room",130,4,1,"28/09/2015",0.02,1,0
27584413,"Chic Designer Home Guest Studio",69366752,"Maggie", ,"Forest Hills",40.73469,-73.85426,"Entire home/apt",65,2,59,"01/07/2019",5.5,2,127
21266810,"Cozy One Bedroom in Upper East Side proper",19985344,"Thelma","Manhattan","Upper East Side",40.76955,-73.95694,"Entire home/apt",155,2,22,"02/06/2019",1.04,1,7
22767004,"Room with high ceilings in South Slope",8125932,"Stephanie"," ","Windsor Terrace",40.65892,-73.98386,"Private room",45,2,26,"23/06/2019",1.6,1,74
